"tmpID","labels","value","reqType","fieldName","modeluid","uid","seq","parentId"
"fv0774","FieldValue",", GIVEN it is in SYSTEM_STATE_POD_IDENTIFICATION,

WHEN it detects that the dose configuration of the coupled POD is different to that registered in the CONTROLLER NVM, 

THEN transit to SYSTEM_STATE_CHANGE_POD.","TECHNICAL","specification","","",57,"N/A"
"fv0775","FieldValue",", GIVEN it is in SYSTEM_STATE_IDLE,

WHEN the elapsed time in therapy for a POD exceeds [THERAPY_CYCLE_DURATION], 

THEN transit to SYSTEM_STATE_CHANGE_POD whilst denying any other pending action.

Note: RTC accuracy as per [TRS-1921]","TECHNICAL","specification","","",58,"N/A"
"fv0776","FieldValue",", GIVEN it is in SYSTEM_STATE_basal, 

WHEN an error as per [TRS-1909] is detected, 

THEN stop delivery of the basal pulse,
THEN transit to SYSTEM_STATE_CHANGE_POD.","TECHNICAL","specification","","",59,"N/A"
"fv0777","FieldValue",", GIVEN it is in SYSTEM_STATE_bolus, 

WHEN an error as per [TRS-1909] is detected, 

THEN stop delivery of the bolus pulse,
THEN transit to SYSTEM_STATE_CHANGE_POD.","TECHNICAL","specification","","",60,"N/A"
"fv0778","FieldValue",", GIVEN the SKIN NEEDLE is in its deployed position,

WHEN it transits to SYSTEM_STATE_CHANGE_POD

THEN perform SKIN NEEDLE retraction as per [TRS-1789].","TECHNICAL","specification","","",61,"N/A"
"fv0779","FieldValue",", GIVEN it is in any system state, 

WHEN the BATTERY voltage is recognized to be lower than [BATTERY_CRITICAL_VALUE], 

THEN transit to SYSTEM_STATE_CRITICAL_VOLTAGE.","TECHNICAL","specification","","",62,"N/A"
"fv0780","FieldValue"," have a state, SYSTEM_STATE_CRITICAL_VOLTAGE, in which it:  

   -  retracts the SKIN NEEDLE (if inserted), 
   -  interrupts any running working operation prior to the complete battery depletion
   - updates the UI in function of the corresponding event/s.","TECHNICAL","specification","","",63,"N/A"
"fv0781","FieldValue",", GIVEN the POD identification sequence has been successfully performed,

WHEN the skin sensor detects the skin presence as per [TRS-1865]
AND the Start/Pause Button is operated as per [TRS-2022] (Hold Event), 

THEN transit to SYSTEM_STATE_SETUP,
THEN start all the automated operations preparatory for drug delivery.","TECHNICAL","specification","","",64,"N/A"
"fv0782","FieldValue"," have a state, SYSTEM_STATE_SETUP, in which it performs, as a minimum, the following actions in the given order prior to the delivery of the first basal pulse:

   -  FPOS actuation
   -  Update of the information stored into the POD NFC tag
   -  Air priming
   -  NIM actuation
   -  Update the UI in function of the corresponding event/s
   -  Clear all the statistics related to the POD therapy counters.","TECHNICAL","specification","","",65,"N/A"
"fv0783","FieldValue",", GIVEN it is in SYSTEM_STATE_PAUSE,

WHEN the USER operates the Start/Pause Button as per [TRS-2022] (Hold Event), 

THEN transit to SYSTEM_STATE_IDLE.","TECHNICAL","specification","","",66,"N/A"
"fv0784","FieldValue",", GIVEN it is in SYSTEM_STATE_PAUSE,

WHEN the elapsed time since the start of the SKIN NEEDLE actuation exceeds [THERAPY_CYCLE_DURATION], 

THEN transit to SYSTEM_STATE_IDLE,
THEN transit to SYSTEM_STATE_CHANGE_POD. 

Note: RTC accuracy as per [TRS-1921]","TECHNICAL","specification","","",67,"N/A"
"fv0785","FieldValue",", GIVEN it is in SYSTEM_STATE_IDLE,

WHEN the elapsed time since the coupling of an unused POD reaches [basal_SETTLING_TIME], 

THEN transit to SYSTEM_STATE_basal, 
THEN deliver a basal pulse according to [TRS-141]","TECHNICAL","specification","","",68,"N/A"
"fv0786","FieldValue",", GIVEN it is in SYSTEM_STATE_IDLE,

WHEN the elapsed time since the start of the previous successful basal pulse delivery equals [basal_PULSE_INTERVAL], 

THEN transit to SYSTEM_STATE_basal, 
THEN deliver a basal pulse

Note: RTC accuracy as per [TRS-1921]","TECHNICAL","specification","","",69,"N/A"
"fv0787","FieldValue",", GIVEN the time elapsed since the last basal pulse is higher than [basal_PULSE_INTERVAL], 

WHEN it exits from SYSTEM_STATE_PAUSE, 

THEN transit to SYSTEM_STATE_basal
THEN deliver a basal pulse

Note: RTC accuracy as per [TRS-1921]","TECHNICAL","specification","","",70,"N/A"
"fv0788","FieldValue",", GIVEN the time elapsed since the last basal pulse is lower than [basal_PULSE_INTERVAL], 

WHEN it exits from SYSTEM_STATE_PAUSE, 

THEN wait to deliver the next basal pulse as per [TRS-1811]

Note: RTC accuracy as per [TRS-1921]","TECHNICAL","specification","","",71,"N/A"
"fv0789","FieldValue",", in accordance with the dose configurations defined in [TRS-144] and the maximum number of basal pulses per hour defined in [TRS-142], deliver single basal pulses having a drug volume of: 

   a)  low dose basal volume: [LOW_basal_VOLUME]
   b)  medium dose basal volume: [MEDIUM_basal_VOLUME]
   c)  high dose basal volume: [HIGH_basal_VOLUME].","TECHNICAL","specification","","",72,"N/A"
"fv0790","FieldValue",", in accordance with the dose volumes defined in [TRS-1814], deliver single basal pulses in a maximum time of: 

   a)  low dose basal time: [LOW_basal_TIME] + [basal_TIME_TOLL]
   b)  medium dose basal time: [MEDIUM_basal_TIME] + [basal_TIME_TOLL]
   c)  high dose basal time: [HIGH_basal_TIME] + [basal_TIME_TOLL]","TECHNICAL","specification","","",73,"N/A"
"fv0791","FieldValue"," monitor whether the current drawn by the motor exceeds [MAX_basal_DELIVERY_CURRENT] during the delivery of a basal pulse.","TECHNICAL","specification","","",74,"N/A"
"fv0792","FieldValue",", GIVEN it is in SYSTEM_STATE_IDLE,

WHEN the USER requests a bolus [TRS-2023] and a bolus is available [TRS-151], 

THEN transit to SYSTEM_STATE_bolus, 
THEN deliver a bolus.","TECHNICAL","specification","","",75,"N/A"
"fv0793","FieldValue"," have a state, SYSTEM_STATE_bolus, in which... 

 it delivers a discrete quantity of drug, termed bolus, according to the availability rules defined in [TRS-151] and [TRS-48].","TECHNICAL","specification","","",76,"N/A"
"fv0794","FieldValue"," monitor whether the current drawn by the motor exceeds [MAX_bolus_DELIVERY_CURRENT] during the delivery of a bolus pulse.","TECHNICAL","specification","","",77,"N/A"
"fv0795","FieldValue",", while in SYSTEM_STATE_bolus, retain in its NVM the number of bolusES delivered.","TECHNICAL","specification","","",78,"N/A"
"fv0796","FieldValue",", GIVEN it is in SYSTEM_STATE_basal or SYSTEM_STATE_bolus, 

WHEN the time spent in therapy for a given POD exceeds [THERAPY_CYCLE_DURATION], 

THEN continue the ongoing basal/bolus delivery until its completion,
THEN transit to SYSTEM_STATE_IDLE, 
THEN transit to SYSTEM_STATE_CHANGE_POD.

Note: RTC accuracy as per [TRS-1921]","TECHNICAL","specification","","",79,"N/A"
"fv0797","FieldValue",", GIVEN it is in SYSTEM_STATE_bolus,

WHEN the delivery of a basal pulse is scheduled to occur, 

THEN complete the delivery of the bolus,
THEN transit into SYSTEM_STATE_IDLE,
THEN transit into SYSTEM_STATE_basal and deliver the scheduled basal pulse.

In case a previous request for pause is present into the queue managed in SYSTEM_STATE_IDLE, the system SHALL transit to SYSTEM_STATE_PAUSE and not deliver the basal pulse scheduled.","TECHNICAL","specification","","",80,"N/A"
"fv0798","FieldValue",", GIVEN it is in SYSTEM_STATE_bolus, 

WHEN the bolus pulse has been successfully delivered, 

THEN transit to SYSTEM_STATE_IDLE.","TECHNICAL","specification","","",81,"N/A"
"fv0799","FieldValue",", GIVEN it is in SYSTEM_STATE_IDLE,

WHEN the USER presses the Start/Pause Button as per [TRS-2022] (Hold Event], 

THEN transit to SYSTEM_STATE_PAUSE.","TECHNICAL","specification","","",82,"N/A"
"fv0800","FieldValue",", GIVEN it is in SYSTEM_STATE_basal,

WHEN the USER operates the Start/Pause Button as per [TRS-2022] (Hold Event),

THEN complete any ongoing operation/action
THEN transit to SYSTEM_STATE_IDLE
THEN transit to SYSTEM_STATE_PAUSE.","TECHNICAL","specification","","",83,"N/A"
"fv0801","FieldValue"," have less than 3 µL of air remaining in the fluidic path on completion of the air priming (purging) process.","TECHNICAL","specification","","",84,"N/A"
"fv0802","FieldValue"," calculate the following for the entire THERAPY CYCLE: 

   -  the overall quantity of infused formulation,
   -  the residual amount of drug volume, starting from the pre-programmed value of available volume in a new primary container and taking into account the cumulative amount of infused formulation.","TECHNICAL","specification","","",85,"N/A"
"fv0803","FieldValue"," consider an occlusion to be present during the delivery of a bolus if at least one of the following conditions occurs: 

     -  the motor shaft speed decreases by more than the [MOTOR_SHAFT_DECELERATION] of the nominal [bolus_MOTOR_SPEED]
     -  the current drawn by the motor is greater than or equal to [OCCLUSION_DETECTION_bolus_MOTOR_CURRENT].","TECHNICAL","specification","","",86,"N/A"
"fv0804","FieldValue"," transit to SYSTEM_STATE_NRE every time one of the following conditions are confirmed: 

   -  the presence of a repeatable and consistent error as per [TRS-1909]
   -  the presence of an error implying the integrity of the FW and the associated State Machine execution
   -  the presence of a previous NRE flag stored into the NVM, in correspondence of any previous NRE detected event.","TECHNICAL","specification","","",87,"N/A"
"fv0805","FieldValue",", GIVEN it is in any system state, 

WHEN an error is encountered during the execution of an operation, 

THEN operate according to the following sequence: 

   -   Retry the re-execution of the operation for a total number of [ERR_TOTAL_NUMBER_TRIALS] trials
   -  In case the error continues to be verified, automatically transit into SYSTEM_STATE_CHANGE_POD and ask to couple an unused POD, and log the error code into the NVM
* At the following start-up, verify the stored error code when in SYSTEM_STATE_INITIALIZATION
* If the error verified is not impacting the integrity of the FW or the NVM, resume its normal operation mode
* In case the same error is encountered again with a new coupled POD, automatically transit to SYSTEM_STATE_NRE.","TECHNICAL","specification","","",88,"N/A"
"fv0806","FieldValue"," record the elapsed time from when the skin sensor stops detecting the presence of a surface.","TECHNICAL","specification","","",89,"N/A"
"fv0807","FieldValue"," mark a POD as ""used"" following the initiation of the fluid path opening sequence, but prior to the piercing of the SEPTUM.","TECHNICAL","specification","","",90,"N/A"
"fv0808","FieldValue"," retain in memory the time elapsed since the first successful POD activation.","TECHNICAL","specification","","",91,"N/A"
"fv0809","FieldValue"," execute air priming (purging) only when the DEVICE detects it is in contact with the User's skin.","TECHNICAL","specification","","",92,"N/A"
"fv0810","FieldValue"," execute air priming (purging) as per [TRS-1795] without User intervention being required.","TECHNICAL","specification","","",93,"N/A"
"fv0811","FieldValue"," emit noise during normal operation having a maximum sound pressure level of 35 dBA.  

Note: Test conditions
   -  procedure according to ISO 3744
   -  at maximum motor speed (bolus regimen)
   -  DEVICE lying face up on dampening foam
   -  sound level meter at 1 m distance, no wind shield","TECHNICAL","specification","","",94,"N/A"
"fv0812","FieldValue"," deliver the drug as intended, in both basal and bolus regimens, irrespective of the orientation of the DEVICE on the injection site.","TECHNICAL","specification","","",95,"N/A"
"fv0813","FieldValue"," compensate for a deviation between the intended and measured ENCODER counts for a basal or bolus pulse by adding the difference to the subsequent delivery event.","TECHNICAL","specification","","",96,"N/A"
"fv0814","FieldValue"," have a basal dose accuracy of: 

   a)  +/-20% of the target nominal overall volume over a period of 1h; and
   b)  +/-10% of the target nominal overall volume over a period of 4h; and
   c)  +/-5% of the target nominal overall volume over a period of 24h, 

with 95% coverage and 95% confidence and RTC accuracy as per [TRS-1921].","TECHNICAL","specification","","",97,"N/A"
"fv0815","FieldValue"," deliver bolusES with an accuracy of: 

   a)  +/- 20% volume accuracy per individual bolus
   b) +/- 10% total bolus volume accuracy over 4 hours with [MAX_NUMBER_bolusES_4_HOURS] bolusES delivered, 
   c)  +/- 5% total bolus volume accuracy over 24 hours with [bolus_AVAILABLE_CYCLE] delivered,

Note:  95% coverage and 95% confidence and  RTC accuracy as per [TRS-1921].","TECHNICAL","specification","","",98,"N/A"
"fv0816","FieldValue"," be allowed to miss a cumulative fluid delivery volume (basal/bolus) of up to MISSED_VOLUME per POD. 

Note: This loss SHALL be excluded by the performances of dose accuracy specified in [TRS-203] and [TRS-204] respectively.","TECHNICAL","specification","","",99,"N/A"
"fv0817","FieldValue"," not be required to interface with external devices to carry out its normal operations during its service life.","TECHNICAL","specification","","",100,"N/A"
"fv0818","FieldValue"," have features that make it evident if the CONTROLLER or POD have been opened.","TECHNICAL","specification","","",101,"N/A"
"fv0819","FieldValue"," require destructive means (i.e. breaking open, cutting, drilling etc.) to be used to gain access to the drug or drug dispensing componentry.","TECHNICAL","specification","","",102,"N/A"
"fv0820","FieldValue"," have a maximum volume of drug remaining within it after the completion of a THERAPY CYCLE of [HOLD_UP_VOLUME].","TECHNICAL","specification","","",103,"N/A"
"fv0821","FieldValue"," trigger retraction or protection of the SKIN NEEDLE only on being lifted from the injection site a distance of [SAFETY_INTERLOCK_VERTICAL_TRAVEL].","TECHNICAL","specification","","",104,"N/A"
"fv0822","FieldValue"," incorporate the following components in order to manage the UI information signals:

   -  Audio transducer able to reproduce audible information signals and alarms
   -  Buttons to interface with the USER’s input actions
   -  LEDs able to reproduce visible information signals and alarms
   -  Vibration motor able to reproduce haptic feedback.","TECHNICAL","specification","","",105,"N/A"
"fv0823","FieldValue"," require a maximum force of [RP_DP_MATING_FORCE] to be applied by the USER in the process of fully coupling the POD to the CONTROLLER.","TECHNICAL","specification","","",106,"N/A"
"fv0824","FieldValue",", once the latching mechanism has been released, require a maximum force of [RP_DP_UNMATING_FORCE] to be applied by the USER to decouple the POD from the CONTROLLER.","TECHNICAL","specification","","",107,"N/A"
"fv0825","FieldValue"," have a form that makes it possible to couple mechanically the CONTROLLER and POD only using translation along a single pre-defined direction and with a single pre-defined orientation between the two parts.","TECHNICAL","specification","","",108,"N/A"
"fv0826","FieldValue"," have a maximum visible perpendicular shut line gap between the CONTROLLER and the POD in the fully coupled and latched state of [MAX_PHY_GAP].","TECHNICAL","specification","","",109,"N/A"
"fv0827","FieldValue"," incorporate a latching mechanism between the CONTROLLER and the POD having features intending to prevent unintentional release during use.","TECHNICAL","specification","","",110,"N/A"
"fv0828","FieldValue"," ensure that, when attached to the injection site, visual indicators can be seen from all directions.","TECHNICAL","specification","","",111,"N/A"
"fv0829","FieldValue"," provide visual feedback (alarms, indicators and markings) that are correctly perceived (in compliance with IEC 60601-1-8, clause 6.3.2.2) at a distance of 1 m by a person having a visual acuity of ‘0’ on the log MAR scale or 6-6 (20/20) vision (corrected if necessary) and an ambient luminance of 100 lx to 1500 lx. 

Note: The DEVICE shall be positioned during test according to the intended position of the operator or at any point within the base of a cone subtended by an angle of 30° to the axis normal to the centre of the plane of the indicator.","TECHNICAL","specification","","",112,"N/A"
